customer_id,age_band,income_band,employment_status,residential_type,region_type,vulnerability_flag,dataset_split
C0450,<25,Medium,Salaried,Owned,Semi-Urban,Yes,Train
C0451,40-60,Medium,Salaried,Rented,Urban,No,Train
C0452,40-60,Medium,Retired,Rented,Semi-Urban,No,Train
C0453,25-40,High,Self-Employed,Rented,Rural,No,Train
C0454,60+,Medium,Salaried,Owned,Rural,No,Train
C0455,25-40,Low,Self-Employed,Family,Rural,No,Train
C0456,25-40,High,Salaried,Owned,Urban,No,Train
C0457,<25,Medium,Salaried,Rented,Semi-Urban,No,Train
C0458,25-40,Medium,Self-Employed,Rented,Urban,No,Train
C0459,<25,Low,Self-Employed,Rented,Urban,No,Train
C0460,25-40,Medium,Salaried,Rented,Semi-Urban,No,Train
C0461,25-40,Medium,Retired,Owned,Urban,No,Train
C0462,40-60,Medium,Unemployed,Owned,Semi-Urban,No,Train
C0463,40-60,Low,Self-Employed,Rented,Rural,Yes,Train
C0464,40-60,Medium,Self-Employed,Rented,Urban,No,Train
C0465,60+,High,Self-Employed,Owned,Semi-Urban,No,Train
C0466,25-40,Low,Salaried,Rented,Urban,No,Train
C0467,25-40,High,Salaried,Rented,Urban,No,Train
C0468,60+,Medium,Salaried,Rented,Urban,No,Train
C0469,25-40,High,Self-Employed,Family,Rural,No,Train
C0470,60+,Medium,Self-Employed,Owned,Rural,No,Train
C0471,<25,Medium,Salaried,Owned,Rural,No,Train
C0472,60+,Medium,Retired,Rented,Rural,No,Train
C0473,<25,High,Retired,Rented,Urban,Yes,Train
C0474,60+,Medium,Unemployed,Rented,Urban,No,Train
C0475,40-60,Low,Self-Employed,Family,Semi-Urban,Yes,Train
C0476,60+,Medium,Unemployed,Family,Urban,No,Train
C0477,<25,High,Salaried,Family,Urban,No,Train
C0478,40-60,Medium,Unemployed,Rented,Urban,No,Train
C0479,60+,Medium,Salaried,Rented,Semi-Urban,No,Train
C0480,40-60,Medium,Unemployed,Rented,Semi-Urban,No,Train
C0481,40-60,High,Salaried,Owned,Urban,No,Train
C0482,40-60,Low,Unemployed,Rented,Urban,No,Train
C0483,25-40,Medium,Retired,Owned,Semi-Urban,No,Train
C0484,40-60,Low,Salaried,Family,Semi-Urban,No,Train
C0485,40-60,Low,Self-Employed,Rented,Urban,No,Train
C0486,60+,Medium,Retired,Rented,Semi-Urban,No,Train
C0487,<25,Medium,Self-Employed,Owned,Urban,No,Train
C0488,25-40,Medium,Unemployed,Owned,Urban,No,Train
C0489,60+,Medium,Self-Employed,Owned,Semi-Urban,No,Train
C0490,60+,Medium,Salaried,Rented,Semi-Urban,No,Train
C0491,25-40,Low,Salaried,Owned,Urban,No,Train
C0492,40-60,Medium,Salaried,Rented,Semi-Urban,No,Train
C0493,25-40,Low,Unemployed,Family,Semi-Urban,No,Train
C0494,25-40,Low,Salaried,Family,Semi-Urban,No,Train
C0495,25-40,Medium,Self-Employed,Rented,Semi-Urban,No,Train
C0496,25-40,Medium,Self-Employed,Owned,Semi-Urban,No,Train
C0497,40-60,Medium,Self-Employed,Family,Urban,No,Train
C0498,<25,Medium,Unemployed,Family,Urban,No,Train
C0499,60+,Medium,Retired,Owned,Urban,No,Train
C0500,60+,High,Salaried,Rented,Urban,No,Train
C0501,40-60,Medium,Unemployed,Owned,Semi-Urban,No,Train
C0502,40-60,Medium,Unemployed,Family,Semi-Urban,Yes,Train
C0503,25-40,Low,Self-Employed,Family,Urban,No,Train
C0504,40-60,Low,Retired,Owned,Urban,No,Train
C0505,40-60,Medium,Salaried,Family,Urban,No,Train
C0506,25-40,Medium,Salaried,Rented,Urban,No,Train
C0507,60+,Medium,Unemployed,Family,Semi-Urban,No,Train
C0508,40-60,Medium,Salaried,Rented,Urban,No,Train
C0509,60+,Medium,Unemployed,Family,Semi-Urban,No,Train
C0510,40-60,Medium,Unemployed,Owned,Rural,No,Train
C0511,40-60,High,Salaried,Owned,Urban,Yes,Train
C0512,25-40,Medium,Unemployed,Owned,Urban,No,Train
C0513,60+,High,Salaried,Family,Urban,No,Train
C0514,60+,Low,Self-Employed,Family,Semi-Urban,No,Train
C0515,<25,Low,Self-Employed,Family,Semi-Urban,Yes,Train
C0516,<25,Low,Retired,Family,Urban,No,Train
C0517,25-40,Medium,Salaried,Owned,Semi-Urban,No,Train
C0518,40-60,High,Self-Employed,Owned,Rural,No,Train
C0519,60+,Low,Self-Employed,Owned,Urban,Yes,Train
C0520,25-40,High,Unemployed,Owned,Urban,No,Train
C0521,40-60,Low,Self-Employed,Owned,Rural,No,Train
C0522,25-40,High,Salaried,Rented,Semi-Urban,No,Train
C0523,60+,Medium,Salaried,Owned,Rural,No,Train
C0524,40-60,Low,Salaried,Owned,Semi-Urban,No,Train
C0525,40-60,Medium,Unemployed,Owned,Rural,No,Train
C0526,25-40,Low,Salaried,Owned,Urban,Yes,Train
C0527,25-40,Low,Salaried,Family,Semi-Urban,No,Train
C0528,25-40,Low,Retired,Rented,Rural,Yes,Train
C0529,<25,High,Salaried,Family,Semi-Urban,No,Train
C0530,60+,Medium,Retired,Rented,Urban,No,Train
C0531,40-60,Low,Self-Employed,Owned,Urban,No,Train
C0532,60+,Medium,Unemployed,Rented,Urban,Yes,Train
C0533,60+,Medium,Salaried,Owned,Urban,No,Train
C0534,40-60,Low,Salaried,Owned,Urban,No,Train
C0535,40-60,Medium,Unemployed,Owned,Semi-Urban,No,Train
C0536,60+,Low,Unemployed,Owned,Semi-Urban,Yes,Train
C0537,40-60,Low,Unemployed,Owned,Urban,Yes,Train
C0538,25-40,Medium,Salaried,Owned,Semi-Urban,No,Train
C0539,25-40,Low,Unemployed,Rented,Urban,No,Train
C0540,25-40,Medium,Unemployed,Owned,Urban,No,Train
C0541,60+,Medium,Self-Employed,Owned,Urban,Yes,Train
C0542,40-60,Low,Unemployed,Family,Semi-Urban,No,Train
C0543,25-40,Medium,Unemployed,Owned,Urban,No,Train
C0544,40-60,Low,Self-Employed,Owned,Urban,No,Train
C0545,40-60,High,Salaried,Family,Urban,No,Train
C0546,25-40,Medium,Self-Employed,Owned,Rural,Yes,Train
C0547,25-40,High,Salaried,Owned,Urban,Yes,Train
C0548,40-60,Medium,Salaried,Rented,Semi-Urban,Yes,Train
C0549,40-60,Low,Salaried,Owned,Semi-Urban,No,Train
C0550,40-60,Medium,Salaried,Rented,Semi-Urban,Yes,Train
C0551,40-60,High,Salaried,Family,Rural,No,Train
C0552,60+,Medium,Salaried,Owned,Urban,No,Train
C0553,40-60,High,Unemployed,Rented,Urban,No,Train
C0554,40-60,High,Retired,Rented,Rural,No,Train
C0555,60+,Low,Salaried,Owned,Urban,No,Train
C0556,25-40,Low,Retired,Rented,Semi-Urban,No,Train
C0557,25-40,Medium,Self-Employed,Owned,Semi-Urban,Yes,Train
C0558,<25,Medium,Salaried,Rented,Semi-Urban,No,Train
C0559,40-60,High,Salaried,Owned,Rural,No,Train
C0560,40-60,High,Self-Employed,Rented,Rural,No,Train
C0561,40-60,Medium,Unemployed,Owned,Semi-Urban,No,Train
C0562,25-40,Low,Unemployed,Family,Urban,No,Train
C0563,25-40,Medium,Salaried,Owned,Rural,No,Train
C0564,<25,Low,Salaried,Rented,Urban,No,Train
C0565,25-40,High,Salaried,Rented,Urban,No,Train
C0566,40-60,Medium,Salaried,Rented,Rural,Yes,Train
C0567,25-40,Medium,Salaried,Rented,Urban,No,Train
C0568,25-40,Low,Salaried,Rented,Urban,No,Train
C0569,60+,Medium,Unemployed,Rented,Urban,No,Train
C0570,25-40,Medium,Retired,Family,Rural,No,Train
C0571,40-60,Medium,Salaried,Owned,Semi-Urban,No,Train
C0572,40-60,Low,Retired,Rented,Semi-Urban,Yes,Train
C0573,25-40,Medium,Salaried,Family,Urban,No,Train
C0574,40-60,High,Self-Employed,Family,Semi-Urban,No,Train
C0575,60+,Low,Salaried,Family,Semi-Urban,No,Train
C0576,60+,Low,Self-Employed,Owned,Urban,Yes,Train
C0577,25-40,Low,Retired,Owned,Urban,No,Train
C0578,60+,Medium,Self-Employed,Rented,Urban,No,Train
C0579,25-40,Medium,Salaried,Rented,Rural,No,Train
C0580,25-40,Medium,Self-Employed,Rented,Semi-Urban,No,Train
C0581,25-40,Low,Salaried,Rented,Rural,Yes,Train
C0582,60+,Medium,Unemployed,Family,Urban,No,Train
C0583,25-40,Medium,Self-Employed,Owned,Semi-Urban,No,Train
C0584,25-40,Medium,Salaried,Family,Semi-Urban,No,Train
C0585,40-60,High,Self-Employed,Rented,Semi-Urban,No,Train
C0586,25-40,Low,Self-Employed,Owned,Rural,Yes,Train
C0587,<25,Medium,Salaried,Rented,Urban,No,Train
C0588,25-40,Medium,Self-Employed,Rented,Urban,No,Train
C0589,25-40,Medium,Salaried,Owned,Semi-Urban,No,Train
C0590,25-40,Medium,Unemployed,Owned,Semi-Urban,No,Train
C0591,25-40,Medium,Unemployed,Family,Semi-Urban,No,Train
C0592,40-60,High,Unemployed,Owned,Urban,No,Train
C0593,25-40,Low,Self-Employed,Rented,Semi-Urban,Yes,Train
C0594,25-40,Low,Self-Employed,Rented,Urban,No,Train
C0595,60+,Medium,Salaried,Rented,Urban,No,Train
C0596,25-40,Medium,Unemployed,Rented,Semi-Urban,No,Train
C0597,40-60,Low,Salaried,Owned,Semi-Urban,No,Train
C0598,25-40,Low,Self-Employed,Rented,Urban,No,Train
C0599,25-40,Low,Salaried,Owned,Urban,No,Train
C0600,<25,High,Salaried,Rented,Urban,No,Train
C0601,25-40,Low,Self-Employed,Owned,Urban,No,Train
C0602,25-40,Low,Salaried,Rented,Semi-Urban,No,Train
C0603,25-40,Low,Unemployed,Owned,Rural,Yes,Train
C0604,<25,Medium,Salaried,Owned,Urban,No,Train
C0605,25-40,Low,Salaried,Owned,Semi-Urban,Yes,Train
C0606,25-40,Medium,Self-Employed,Owned,Rural,No,Train
C0607,25-40,Low,Salaried,Family,Rural,No,Train
C0608,25-40,High,Salaried,Owned,Urban,No,Train
C0609,40-60,Low,Unemployed,Family,Rural,No,Train
C0610,40-60,Medium,Salaried,Family,Urban,No,Train
C0611,<25,High,Unemployed,Rented,Urban,Yes,Train
C0612,40-60,Medium,Salaried,Owned,Urban,No,Train
C0613,40-60,Medium,Salaried,Owned,Urban,No,Train
C0614,<25,Low,Unemployed,Rented,Urban,No,Train
C0615,60+,Low,Salaried,Owned,Urban,No,Train
C0616,60+,Medium,Salaried,Owned,Urban,No,Train
C0617,<25,High,Salaried,Rented,Rural,No,Train
C0618,25-40,Medium,Salaried,Family,Rural,No,Train
C0619,40-60,Medium,Unemployed,Rented,Urban,No,Train
C0620,40-60,Medium,Salaried,Owned,Rural,No,Train
C0621,25-40,Medium,Unemployed,Rented,Rural,Yes,Train
C0622,25-40,Low,Unemployed,Owned,Semi-Urban,No,Train
C0623,25-40,Medium,Salaried,Owned,Urban,No,Train
C0624,25-40,High,Retired,Family,Semi-Urban,No,Train
C0625,40-60,Low,Salaried,Owned,Rural,Yes,Train
C0626,25-40,Medium,Retired,Owned,Semi-Urban,No,Train
C0627,25-40,Low,Salaried,Owned,Urban,No,Train
C0628,40-60,Medium,Self-Employed,Family,Semi-Urban,No,Train
C0629,<25,Low,Self-Employed,Rented,Semi-Urban,No,Train
C0630,25-40,Medium,Salaried,Rented,Semi-Urban,Yes,Train
C0631,40-60,Medium,Self-Employed,Rented,Urban,No,Train
C0632,60+,Low,Unemployed,Owned,Urban,No,Train
C0633,40-60,Medium,Salaried,Rented,Rural,No,Train
C0634,40-60,Medium,Salaried,Owned,Rural,No,Train
C0635,25-40,High,Unemployed,Owned,Urban,No,Train
C0636,25-40,Low,Self-Employed,Rented,Rural,Yes,Train
C0637,40-60,Medium,Retired,Family,Urban,No,Train
C0638,25-40,Low,Unemployed,Owned,Semi-Urban,No,Train
C0639,25-40,High,Retired,Owned,Semi-Urban,Yes,Train
C0640,25-40,High,Unemployed,Owned,Rural,Yes,Train
C0641,<25,Medium,Salaried,Owned,Rural,No,Train
C0642,25-40,High,Salaried,Family,Urban,No,Train
C0643,25-40,Medium,Unemployed,Rented,Rural,No,Train
C0644,25-40,Medium,Self-Employed,Rented,Urban,No,Train
C0645,25-40,Low,Salaried,Rented,Semi-Urban,No,Train
C0646,60+,Medium,Salaried,Owned,Semi-Urban,No,Train
C0647,40-60,Low,Retired,Rented,Semi-Urban,Yes,Train
C0648,40-60,High,Self-Employed,Rented,Urban,No,Train
C0649,40-60,Medium,Salaried,Rented,Rural,No,Train
C0650,25-40,Medium,Self-Employed,Family,Urban,No,Train
C0651,<25,Low,Salaried,Rented,Urban,No,Train
C0652,40-60,Low,Salaried,Owned,Semi-Urban,No,Train
C0653,40-60,Low,Salaried,Family,Urban,No,Train
C0654,40-60,Medium,Salaried,Owned,Rural,No,Train
C0655,25-40,Low,Unemployed,Owned,Urban,Yes,Train
C0656,25-40,High,Salaried,Owned,Urban,Yes,Train
C0657,25-40,Medium,Unemployed,Owned,Rural,No,Train
C0658,25-40,Low,Unemployed,Rented,Semi-Urban,No,Train
C0659,40-60,Medium,Salaried,Rented,Urban,No,Train
C0660,40-60,Medium,Self-Employed,Family,Semi-Urban,No,Train
C0661,25-40,Medium,Self-Employed,Rented,Semi-Urban,No,Train
C0662,60+,Medium,Unemployed,Rented,Semi-Urban,Yes,Train
C0663,40-60,High,Salaried,Owned,Urban,No,Train
C0664,25-40,Medium,Self-Employed,Owned,Rural,No,Train
C0665,25-40,High,Self-Employed,Rented,Rural,No,Train
C0666,25-40,High,Salaried,Rented,Semi-Urban,No,Train
C0667,25-40,Low,Salaried,Family,Urban,No,Train
C0668,25-40,High,Self-Employed,Owned,Rural,No,Train
C0669,25-40,Low,Unemployed,Owned,Semi-Urban,Yes,Train
C0670,25-40,High,Salaried,Rented,Semi-Urban,No,Train
C0671,25-40,Medium,Self-Employed,Owned,Urban,No,Train
C0672,60+,High,Salaried,Owned,Rural,No,Train
C0673,<25,High,Unemployed,Rented,Semi-Urban,No,Train
C0674,40-60,High,Salaried,Owned,Urban,No,Train
C0675,25-40,Medium,Unemployed,Rented,Urban,No,Train
C0676,60+,Low,Salaried,Owned,Rural,Yes,Train
C0677,25-40,Low,Salaried,Owned,Urban,No,Train
C0678,25-40,Medium,Salaried,Owned,Rural,No,Train
C0679,60+,Low,Salaried,Family,Semi-Urban,No,Train
C0680,60+,Medium,Self-Employed,Owned,Semi-Urban,No,Train
C0681,40-60,Low,Salaried,Rented,Urban,No,Train
C0682,25-40,High,Unemployed,Owned,Urban,No,Train
C0683,25-40,Medium,Salaried,Rented,Rural,No,Train
C0684,40-60,High,Salaried,Owned,Urban,No,Train
C0685,60+,Low,Salaried,Rented,Semi-Urban,Yes,Train
C0686,40-60,High,Salaried,Rented,Urban,No,Train
C0687,40-60,High,Salaried,Family,Urban,No,Train
C0688,25-40,Medium,Salaried,Owned,Urban,No,Train
C0689,40-60,Medium,Self-Employed,Owned,Semi-Urban,Yes,Train
C0690,25-40,Medium,Salaried,Owned,Rural,No,Train
C0691,25-40,Low,Self-Employed,Family,Urban,No,Train
C0692,25-40,Medium,Self-Employed,Rented,Urban,No,Train
C0693,40-60,Medium,Salaried,Rented,Urban,No,Train
C0694,25-40,Low,Self-Employed,Owned,Semi-Urban,No,Train
C0695,25-40,Medium,Retired,Owned,Urban,No,Train
C0696,40-60,Low,Self-Employed,Owned,Rural,No,Train
C0697,25-40,Low,Self-Employed,Family,Semi-Urban,No,Train
C0698,40-60,Low,Salaried,Rented,Semi-Urban,No,Train
C0699,25-40,High,Unemployed,Family,Urban,No,Train
C0700,25-40,Medium,Unemployed,Owned,Rural,No,Train
C0701,40-60,High,Self-Employed,Rented,Urban,No,Train
C0702,<25,Medium,Retired,Rented,Urban,No,Train
C0703,25-40,Low,Salaried,Owned,Semi-Urban,No,Train
C0704,25-40,Medium,Salaried,Family,Semi-Urban,No,Train
C0705,<25,Medium,Unemployed,Family,Urban,No,Train
C0706,60+,Low,Unemployed,Family,Urban,No,Train
C0707,25-40,Medium,Salaried,Rented,Semi-Urban,No,Train
C0708,40-60,Low,Salaried,Owned,Urban,Yes,Train
C0709,25-40,Medium,Salaried,Owned,Rural,No,Train
C0710,40-60,Medium,Salaried,Family,Semi-Urban,No,Train
C0711,40-60,Low,Unemployed,Owned,Urban,No,Train
C0712,40-60,Low,Self-Employed,Rented,Urban,No,Train
C0713,25-40,Medium,Salaried,Rented,Urban,No,Train
C0714,25-40,Medium,Salaried,Rented,Semi-Urban,No,Train
C0715,25-40,Low,Salaried,Family,Semi-Urban,No,Train
C0716,60+,High,Salaried,Owned,Urban,No,Train
C0717,40-60,Low,Self-Employed,Owned,Semi-Urban,No,Train
C0718,60+,Medium,Retired,Owned,Rural,No,Train
C0719,25-40,High,Unemployed,Rented,Urban,Yes,Train
C0720,40-60,Low,Salaried,Owned,Rural,Yes,Train
C0721,60+,Low,Unemployed,Owned,Urban,Yes,Train
C0722,25-40,Low,Unemployed,Family,Urban,No,Train
C0723,<25,Low,Unemployed,Family,Urban,No,Train
C0724,40-60,Low,Self-Employed,Owned,Urban,Yes,Train
C0725,40-60,Medium,Salaried,Owned,Urban,Yes,Train
C0726,40-60,Low,Salaried,Family,Urban,No,Train
C0727,25-40,Medium,Salaried,Owned,Rural,No,Train
C0728,40-60,High,Salaried,Owned,Rural,Yes,Train
C0729,25-40,High,Salaried,Owned,Semi-Urban,No,Train
C0730,25-40,Medium,Self-Employed,Rented,Urban,No,Train
C0731,25-40,Low,Unemployed,Owned,Urban,No,Train
C0732,40-60,Medium,Self-Employed,Family,Urban,No,Train
C0733,40-60,Medium,Salaried,Rented,Semi-Urban,No,Train
C0734,40-60,Medium,Retired,Rented,Rural,No,Train
C0735,25-40,Low,Retired,Owned,Urban,No,Train
C0736,60+,High,Unemployed,Rented,Urban,No,Train
C0737,25-40,Medium,Retired,Rented,Semi-Urban,No,Train
C0738,40-60,Low,Self-Employed,Rented,Urban,No,Train
C0739,25-40,Medium,Retired,Rented,Urban,Yes,Train
C0740,25-40,Medium,Salaried,Rented,Semi-Urban,No,Train
C0741,25-40,High,Salaried,Family,Semi-Urban,No,Train
C0742,25-40,Medium,Salaried,Family,Urban,No,Train
C0743,40-60,Medium,Salaried,Rented,Urban,No,Train
C0744,40-60,Low,Salaried,Owned,Rural,No,Train
C0745,25-40,Medium,Self-Employed,Owned,Urban,No,Train
C0746,60+,Medium,Unemployed,Owned,Urban,No,Train
C0747,25-40,Low,Self-Employed,Rented,Urban,No,Train
C0748,40-60,Low,Salaried,Rented,Urban,No,Train
C0749,60+,Medium,Unemployed,Rented,Urban,No,Train
C0750,40-60,Low,Self-Employed,Family,Rural,No,Train
C0751,25-40,Medium,Salaried,Family,Urban,No,Train
C0752,60+,Low,Self-Employed,Family,Urban,No,Train
C0753,40-60,Low,Salaried,Owned,Semi-Urban,Yes,Train
C0754,25-40,Low,Salaried,Rented,Semi-Urban,No,Train
C0755,25-40,High,Retired,Owned,Rural,No,Train
C0756,40-60,High,Salaried,Owned,Rural,No,Train
C0757,40-60,High,Self-Employed,Owned,Urban,No,Train
C0758,40-60,Medium,Unemployed,Owned,Semi-Urban,No,Train
C0759,60+,Low,Unemployed,Rented,Urban,No,Train
C0760,40-60,Medium,Salaried,Family,Rural,No,Train
C0761,25-40,Medium,Salaried,Owned,Urban,No,Train
C0762,25-40,High,Salaried,Rented,Rural,No,Train
C0763,25-40,Low,Self-Employed,Rented,Semi-Urban,No,Train
C0764,40-60,Medium,Salaried,Owned,Urban,No,Train
C0765,<25,Low,Salaried,Rented,Semi-Urban,No,Train
C0766,40-60,Low,Retired,Owned,Rural,No,Train
C0767,40-60,Medium,Self-Employed,Rented,Rural,No,Train
C0768,60+,Medium,Salaried,Rented,Urban,Yes,Train
C0769,25-40,Medium,Self-Employed,Owned,Semi-Urban,No,Train
C0770,40-60,Medium,Self-Employed,Owned,Urban,No,Train
C0771,25-40,Medium,Salaried,Rented,Urban,No,Train
C0772,40-60,Medium,Salaried,Family,Urban,No,Train
C0773,25-40,High,Unemployed,Owned,Urban,No,Train
C0774,25-40,High,Self-Employed,Rented,Rural,No,Train
C0775,40-60,Medium,Self-Employed,Rented,Urban,Yes,Train
C0776,25-40,Low,Salaried,Family,Rural,No,Train
C0777,25-40,Medium,Salaried,Family,Urban,No,Train
C0778,40-60,Medium,Salaried,Rented,Urban,Yes,Train
C0779,40-60,Low,Salaried,Rented,Urban,No,Train
C0780,40-60,High,Salaried,Family,Urban,No,Train
C0781,40-60,Low,Salaried,Owned,Urban,No,Train
C0782,40-60,High,Unemployed,Owned,Urban,No,Train
C0783,25-40,Medium,Retired,Owned,Semi-Urban,No,Train
C0784,25-40,Medium,Unemployed,Family,Urban,Yes,Train
C0785,25-40,Medium,Unemployed,Family,Urban,Yes,Train
C0786,60+,High,Salaried,Owned,Urban,No,Train
C0787,40-60,Medium,Retired,Rented,Rural,No,Train
C0788,25-40,Medium,Salaried,Rented,Rural,No,Train
C0789,25-40,Low,Retired,Owned,Urban,No,Train
C0790,60+,Medium,Retired,Family,Urban,No,Train
C0791,25-40,Low,Unemployed,Owned,Urban,No,Train
C0792,40-60,Medium,Retired,Owned,Rural,No,Train
C0793,40-60,Medium,Self-Employed,Rented,Urban,No,Train
C0794,40-60,Medium,Salaried,Rented,Urban,No,Train
C0795,<25,Low,Salaried,Owned,Urban,No,Train
C0796,60+,Low,Self-Employed,Rented,Urban,No,Train
C0797,60+,Medium,Salaried,Rented,Urban,Yes,Train
C0798,40-60,Low,Self-Employed,Owned,Semi-Urban,No,Train
C0799,40-60,Low,Retired,Owned,Urban,No,Train
C0800,60+,Low,Salaried,Rented,Semi-Urban,No,Train
C0801,40-60,High,Unemployed,Owned,Urban,No,Test
C0802,25-40,Medium,Retired,Family,Urban,Yes,Test
C0803,40-60,Medium,Retired,Family,Rural,No,Test
C0804,40-60,Low,Retired,Family,Urban,No,Test
C0805,25-40,Low,Self-Employed,Owned,Rural,No,Test
C0806,40-60,Medium,Retired,Family,Semi-Urban,Yes,Test
C0807,60+,Medium,Unemployed,Rented,Urban,No,Test
C0808,60+,Low,Salaried,Owned,Rural,No,Test
C0809,25-40,Low,Self-Employed,Owned,Urban,No,Test
C0810,25-40,Low,Unemployed,Owned,Rural,No,Test
C0811,60+,Medium,Salaried,Rented,Urban,No,Test
C0812,40-60,Medium,Self-Employed,Rented,Rural,No,Test
C0813,25-40,Low,Self-Employed,Owned,Urban,No,Test
C0814,60+,Low,Salaried,Rented,Semi-Urban,No,Test
C0815,60+,Low,Self-Employed,Owned,Semi-Urban,Yes,Test
C0816,40-60,High,Unemployed,Rented,Rural,Yes,Test
C0817,40-60,Low,Self-Employed,Owned,Rural,Yes,Test
C0818,25-40,Medium,Salaried,Family,Rural,No,Test
C0819,<25,Medium,Salaried,Family,Rural,No,Test
C0820,25-40,Medium,Salaried,Rented,Urban,No,Test
C0821,40-60,Low,Retired,Owned,Urban,No,Test
C0822,<25,Low,Salaried,Owned,Urban,No,Test
C0823,25-40,Medium,Self-Employed,Family,Urban,No,Test
C0824,25-40,Medium,Salaried,Owned,Urban,No,Test
C0825,40-60,Medium,Salaried,Owned,Semi-Urban,No,Test
C0826,60+,Medium,Unemployed,Owned,Urban,No,Test
C0827,25-40,Low,Unemployed,Rented,Semi-Urban,No,Test
C0828,25-40,High,Salaried,Rented,Urban,Yes,Test
C0829,40-60,Medium,Salaried,Family,Urban,No,Test
C0830,25-40,Low,Salaried,Owned,Semi-Urban,No,Test
C0831,25-40,High,Self-Employed,Owned,Semi-Urban,No,Test
C0832,25-40,Medium,Self-Employed,Family,Semi-Urban,No,Test
C0833,25-40,Medium,Salaried,Family,Semi-Urban,No,Test
C0834,25-40,Medium,Salaried,Owned,Urban,No,Test
C0835,25-40,High,Salaried,Rented,Semi-Urban,No,Test
C0836,25-40,Medium,Retired,Owned,Urban,No,Test
C0837,60+,Low,Retired,Family,Urban,No,Test
C0838,25-40,Low,Salaried,Owned,Urban,No,Test
C0839,40-60,High,Unemployed,Family,Urban,No,Test
C0840,40-60,Low,Salaried,Rented,Urban,No,Test
C0841,<25,Medium,Salaried,Rented,Rural,No,Test
C0842,40-60,Medium,Unemployed,Owned,Rural,Yes,Test
C0843,25-40,Medium,Retired,Rented,Urban,Yes,Test
C0844,60+,Medium,Retired,Rented,Urban,Yes,Test
C0845,25-40,High,Self-Employed,Owned,Urban,No,Test
C0846,25-40,Low,Salaried,Rented,Urban,No,Test
C0847,<25,Low,Unemployed,Family,Rural,No,Test
C0848,60+,Low,Salaried,Rented,Urban,No,Test
C0849,40-60,High,Self-Employed,Rented,Semi-Urban,No,Test
C0850,40-60,Medium,Salaried,Owned,Urban,No,Test
C0851,<25,Low,Self-Employed,Rented,Rural,No,Test
C0852,40-60,High,Salaried,Owned,Urban,No,Test
C0853,25-40,High,Salaried,Rented,Semi-Urban,No,Test
C0854,60+,High,Retired,Family,Urban,No,Test
C0855,25-40,High,Salaried,Rented,Semi-Urban,No,Test
C0856,25-40,Low,Self-Employed,Owned,Urban,No,Test
C0857,<25,Medium,Salaried,Owned,Urban,Yes,Test
C0858,25-40,Medium,Salaried,Rented,Rural,Yes,Test
C0859,40-60,High,Salaried,Rented,Rural,Yes,Test
C0860,<25,Medium,Salaried,Family,Rural,No,Test
C0861,40-60,Medium,Unemployed,Family,Semi-Urban,No,Test
C0862,25-40,Medium,Salaried,Rented,Rural,No,Test
C0863,40-60,Low,Retired,Owned,Urban,Yes,Test
C0864,25-40,Medium,Self-Employed,Owned,Urban,No,Test
C0865,25-40,High,Salaried,Owned,Urban,No,Test
C0866,40-60,High,Self-Employed,Owned,Semi-Urban,No,Test
C0867,25-40,Low,Self-Employed,Rented,Urban,No,Test
C0868,25-40,Low,Unemployed,Rented,Urban,No,Test
C0869,60+,Low,Salaried,Rented,Semi-Urban,No,Test
C0870,60+,Medium,Salaried,Owned,Rural,No,Test
C0871,25-40,High,Unemployed,Owned,Urban,No,Test
C0872,25-40,Low,Retired,Owned,Urban,No,Test
C0873,40-60,Medium,Unemployed,Owned,Urban,No,Test
C0874,25-40,High,Salaried,Family,Urban,No,Test
C0875,<25,Medium,Unemployed,Owned,Urban,No,Test
C0876,25-40,Medium,Self-Employed,Rented,Semi-Urban,No,Test
C0877,40-60,Medium,Self-Employed,Owned,Semi-Urban,No,Test
C0878,40-60,Medium,Salaried,Family,Semi-Urban,No,Test
C0879,<25,Low,Self-Employed,Rented,Urban,No,Test
C0880,25-40,Medium,Salaried,Owned,Rural,No,Test
C0881,25-40,Medium,Salaried,Rented,Urban,No,Test
C0882,40-60,High,Unemployed,Rented,Urban,No,Test
C0883,<25,Medium,Salaried,Family,Rural,No,Test
C0884,25-40,Medium,Salaried,Owned,Urban,No,Test
C0885,40-60,Low,Salaried,Family,Urban,No,Test
C0886,25-40,Medium,Retired,Family,Rural,No,Test
C0887,40-60,Low,Self-Employed,Family,Urban,No,Test
C0888,25-40,Low,Salaried,Rented,Semi-Urban,No,Test
C0889,<25,Medium,Unemployed,Rented,Urban,No,Test
C0890,25-40,High,Unemployed,Rented,Semi-Urban,No,Test
C0891,40-60,Low,Salaried,Rented,Urban,No,Test
C0892,60+,Medium,Self-Employed,Rented,Urban,No,Test
C0893,40-60,High,Unemployed,Rented,Semi-Urban,No,Test
C0894,25-40,Low,Self-Employed,Rented,Urban,No,Test
C0895,40-60,Medium,Salaried,Rented,Urban,No,Test
C0896,25-40,Medium,Unemployed,Family,Urban,No,Test
C0897,25-40,Medium,Self-Employed,Owned,Urban,No,Test
C0898,60+,Low,Salaried,Family,Urban,No,Test
C0899,<25,Medium,Salaried,Rented,Urban,No,Test
C0900,<25,Medium,Salaried,Family,Rural,No,Test
C0901,25-40,Medium,Salaried,Rented,Urban,No,Test
