fairness_bucket_id,risk_band,income_band,dpd_band,product_type
F00684,Medium,High,61-180,Credit Card
F00685,Medium,Low,61-180,Credit Card
F00686,High,Low,180+,Personal Loan
F00687,Medium,Medium,61-180,Telecom
F00688,Low,Low,0-60,Personal Loan
F00689,Medium,High,61-180,Personal Loan
F00690,Low,Low,0-60,Personal Loan
F00691,Medium,Low,61-180,Personal Loan
F00692,Low,Medium,0-60,Telecom
F00693,Low,Medium,0-60,Credit Card
F00694,Medium,High,61-180,Credit Card
F00695,Low,Medium,0-60,Credit Card
F00696,Low,High,0-60,Personal Loan
F00697,Low,High,0-60,Personal Loan
F00698,Medium,Medium,61-180,Credit Card
F00699,Medium,Low,61-180,Credit Card
F00700,Medium,Medium,61-180,Personal Loan
F00701,Low,Low,0-60,Credit Card
F00702,Medium,Low,61-180,Personal Loan
F00703,Low,High,0-60,Telecom
F00704,High,High,180+,Credit Card
F00705,Medium,Medium,61-180,Personal Loan
F00706,Low,Low,0-60,Personal Loan
F00707,Low,Medium,0-60,Personal Loan
F00708,Low,High,0-60,Personal Loan
F00709,Medium,Low,61-180,Credit Card
F00710,Medium,Medium,61-180,Credit Card
F00711,Low,Medium,0-60,Telecom
F00712,Medium,High,61-180,Personal Loan
F00713,Medium,High,61-180,Personal Loan
F00714,Low,High,0-60,Credit Card
F00715,Medium,High,61-180,Telecom
F00716,Medium,Medium,61-180,Personal Loan
F00717,High,High,180+,Personal Loan
F00718,High,High,180+,Telecom
F00719,Medium,Medium,61-180,Telecom
F00720,Low,Medium,0-60,Credit Card
F00721,Medium,Low,61-180,Credit Card
F00722,Low,Medium,0-60,Personal Loan
F00723,Low,Low,0-60,Credit Card
F00724,Low,High,0-60,Telecom
F00725,Low,Low,0-60,Personal Loan
F00726,Low,Low,0-60,Personal Loan
F00727,High,High,180+,Telecom
F00728,Low,High,0-60,Personal Loan
F00729,Low,High,0-60,Credit Card
F00730,Medium,Low,61-180,Credit Card
F00731,Medium,Medium,61-180,Telecom
F00732,Low,Medium,0-60,Credit Card
F00733,Medium,Medium,61-180,Credit Card
F00734,Low,High,0-60,Credit Card
F00735,Low,High,0-60,Telecom
F00736,Medium,Medium,61-180,Credit Card
F00737,Medium,High,61-180,Personal Loan
F00738,Medium,Low,61-180,Telecom
F00739,Medium,Low,61-180,Credit Card
F00740,Low,High,0-60,Telecom
F00741,Medium,Medium,61-180,Credit Card
F00742,Medium,Medium,61-180,Credit Card
F00743,Low,Low,0-60,Personal Loan
F00744,Low,High,0-60,Personal Loan
F00745,High,Medium,180+,Credit Card
F00746,Medium,Medium,61-180,Personal Loan
F00747,High,High,180+,Telecom
F00748,Low,High,0-60,Credit Card
F00749,Low,Medium,0-60,Credit Card
F00750,Low,High,0-60,Credit Card
F00751,Medium,High,61-180,Credit Card
F00752,Low,High,0-60,Credit Card
F00753,Low,Medium,0-60,Personal Loan
F00754,High,Low,180+,Credit Card
F00755,Low,High,0-60,Telecom
F00756,Medium,Medium,61-180,Telecom
F00757,Medium,Low,61-180,Credit Card
F00758,Medium,Medium,61-180,Credit Card
F00759,High,Medium,180+,Credit Card
F00760,Low,Medium,0-60,Personal Loan
F00761,Medium,Low,61-180,Credit Card
F00762,High,Medium,180+,Personal Loan
F00763,Low,Low,0-60,Personal Loan
F00764,Medium,High,61-180,Personal Loan
F00765,Medium,Low,61-180,Personal Loan
F00766,Medium,Medium,61-180,Personal Loan
F00767,Medium,Low,61-180,Personal Loan
F00768,Medium,Medium,61-180,Credit Card
F00769,Medium,High,61-180,Personal Loan
F00770,Low,Low,0-60,Telecom
F00771,Medium,High,61-180,Credit Card
F00772,Low,Low,0-60,Personal Loan
F00773,High,Medium,180+,Credit Card
F00774,Low,Low,0-60,Personal Loan
F00775,Low,High,0-60,Personal Loan
F00776,Medium,Low,61-180,Personal Loan
F00777,Medium,High,61-180,Credit Card
F00778,Medium,High,61-180,Credit Card
F00779,High,Medium,180+,Credit Card
F00780,Low,Low,0-60,Personal Loan
F00781,Low,High,0-60,Credit Card
F00782,Low,Medium,0-60,Personal Loan
F00783,Low,Medium,0-60,Credit Card
F00784,Low,Medium,0-60,Credit Card
F00785,Low,High,0-60,Personal Loan
F00786,Medium,Low,61-180,Personal Loan
F00787,Low,High,0-60,Telecom
F00788,Medium,Medium,61-180,Telecom
F00789,Low,High,0-60,Credit Card
F00790,Low,High,0-60,Telecom
F00791,Medium,Medium,61-180,Personal Loan
F00792,Medium,Low,61-180,Credit Card
F00793,High,Medium,180+,Credit Card
F00794,Low,Medium,0-60,Credit Card
F00795,Medium,High,61-180,Personal Loan
F00796,Low,Medium,0-60,Telecom
F00797,High,High,180+,Personal Loan
F00798,Low,Medium,0-60,Telecom
F00799,High,Medium,180+,Telecom
F00800,Low,Low,0-60,Personal Loan
F00801,Low,Medium,0-60,Telecom
F00802,Low,Low,0-60,Credit Card
F00803,Medium,Medium,61-180,Credit Card
F00804,Medium,Medium,61-180,Credit Card
F00805,Low,Medium,0-60,Personal Loan
F00806,Medium,Low,61-180,Personal Loan
F00807,Low,High,0-60,Credit Card
F00808,Low,Low,0-60,Credit Card
F00809,Medium,Medium,61-180,Credit Card
F00810,Medium,High,61-180,Credit Card
F00811,Low,Medium,0-60,Credit Card
F00812,Low,Low,0-60,Credit Card
F00813,Low,Low,0-60,Telecom
F00814,Medium,High,61-180,Credit Card
F00815,Low,Low,0-60,Credit Card
F00816,Medium,Medium,61-180,Credit Card
F00817,Low,High,0-60,Personal Loan
F00818,Low,Medium,0-60,Personal Loan
F00819,Low,High,0-60,Credit Card
F00820,Medium,High,61-180,Telecom
F00821,Medium,Medium,61-180,Personal Loan
F00822,Medium,Low,61-180,Personal Loan
F00823,Medium,Medium,61-180,Credit Card
F00824,Low,Low,0-60,Personal Loan
F00825,Medium,Low,61-180,Credit Card
F00826,Medium,Medium,61-180,Credit Card
F00827,Low,High,0-60,Credit Card
F00828,Medium,Medium,61-180,Credit Card
F00829,Medium,High,61-180,Credit Card
F00830,Low,Low,0-60,Personal Loan
F00831,Medium,High,61-180,Personal Loan
F00832,Medium,Medium,61-180,Credit Card
F00833,Medium,High,61-180,Personal Loan
F00834,Low,Low,0-60,Telecom
F00835,Low,Low,0-60,Personal Loan
F00836,Medium,High,61-180,Credit Card
F00837,Medium,Low,61-180,Telecom
F00838,High,Low,180+,Credit Card
F00839,Medium,High,61-180,Telecom
F00840,Low,Low,0-60,Personal Loan
F00841,Medium,High,61-180,Personal Loan
F00842,Medium,High,61-180,Credit Card
F00843,Medium,Low,61-180,Credit Card
F00844,Medium,High,61-180,Telecom
F00845,Medium,Low,61-180,Personal Loan
F00846,Medium,Low,61-180,Personal Loan
F00847,Medium,Low,61-180,Credit Card
F00848,Low,Medium,0-60,Personal Loan
F00849,Medium,Low,61-180,Telecom
F00850,Low,High,0-60,Telecom
F00851,High,High,180+,Personal Loan
F00852,Medium,High,61-180,Telecom
F00853,Medium,Medium,61-180,Credit Card
F00854,Medium,Medium,61-180,Credit Card
F00855,Medium,High,61-180,Credit Card
F00856,Medium,High,61-180,Credit Card
F00857,High,Medium,180+,Personal Loan
F00858,Medium,High,61-180,Personal Loan
F00859,Low,Low,0-60,Personal Loan
F00860,Medium,Low,61-180,Personal Loan
F00861,High,High,180+,Credit Card
F00862,Low,Low,0-60,Personal Loan
F00863,Medium,High,61-180,Telecom
F00864,Medium,Medium,61-180,Telecom
F00865,Medium,High,61-180,Personal Loan
F00866,High,Medium,180+,Personal Loan
F00867,Medium,Low,61-180,Credit Card
F00868,Medium,Low,61-180,Credit Card
F00869,Medium,Low,61-180,Telecom
F00870,Low,High,0-60,Credit Card
F00871,High,Medium,180+,Telecom
F00872,Medium,Medium,61-180,Telecom
F00873,Low,Low,0-60,Telecom
F00874,Low,Low,0-60,Personal Loan
F00875,Low,Medium,0-60,Credit Card
F00876,Low,High,0-60,Credit Card
F00877,Medium,Low,61-180,Telecom
F00878,Low,High,0-60,Credit Card
F00879,Low,Low,0-60,Credit Card
F00880,Medium,Low,61-180,Personal Loan
F00881,Medium,High,61-180,Personal Loan
F00882,Low,High,0-60,Personal Loan
F00883,Low,High,0-60,Credit Card
F00884,Low,High,0-60,Credit Card
F00885,High,Medium,180+,Personal Loan
F00886,Medium,Medium,61-180,Credit Card
F00887,Medium,Low,61-180,Personal Loan
F00888,Medium,Low,61-180,Telecom
F00889,Medium,Low,61-180,Telecom
F00890,High,Medium,180+,Telecom
F00891,Low,High,0-60,Telecom
F00892,Low,Low,0-60,Credit Card
F00893,Medium,Medium,61-180,Personal Loan
F00894,Medium,Low,61-180,Telecom
F00895,Low,Medium,0-60,Personal Loan
F00896,Medium,High,61-180,Credit Card
F00897,Medium,Medium,61-180,Personal Loan
F00898,High,High,180+,Credit Card
F00899,High,Low,180+,Personal Loan
F00900,Low,High,0-60,Telecom
F00901,Low,Medium,0-60,Credit Card
F00902,Low,Low,0-60,Credit Card
F00903,Medium,Low,61-180,Credit Card
F00904,Low,Medium,0-60,Telecom
F00905,Medium,High,61-180,Personal Loan
F00906,Low,Medium,0-60,Credit Card
F00907,Low,High,0-60,Credit Card
F00908,Low,High,0-60,Credit Card
F00909,Medium,Low,61-180,Telecom
F00910,Low,High,0-60,Personal Loan
F00911,Low,Low,0-60,Personal Loan
F00912,Medium,Medium,61-180,Personal Loan
F00913,Low,Medium,0-60,Personal Loan
F00914,Medium,Low,61-180,Credit Card
F00915,Medium,Low,61-180,Personal Loan
F00916,High,High,180+,Credit Card
F00917,Low,Low,0-60,Personal Loan
F00918,Low,Medium,0-60,Personal Loan
F00919,Low,Low,0-60,Telecom
F00920,Low,Low,0-60,Personal Loan
F00921,Low,Low,0-60,Credit Card
F00922,Medium,High,61-180,Credit Card
F00923,Low,Low,0-60,Telecom
F00924,Medium,High,61-180,Telecom
F00925,Medium,High,61-180,Personal Loan
F00926,Medium,Low,61-180,Credit Card
F00927,Low,High,0-60,Personal Loan
F00928,Medium,Low,61-180,Credit Card
F00929,High,Medium,180+,Personal Loan
F00930,Low,Medium,0-60,Personal Loan
F00931,Medium,High,61-180,Personal Loan
F00932,Medium,Medium,61-180,Telecom
F00933,Low,Low,0-60,Personal Loan
F00934,High,High,180+,Credit Card
F00935,Medium,Low,61-180,Personal Loan
F00936,Low,High,0-60,Personal Loan
F00937,Low,High,0-60,Telecom
F00938,Low,High,0-60,Telecom
F00939,Low,High,0-60,Credit Card
F00940,Low,Medium,0-60,Credit Card
F00941,Medium,Medium,61-180,Telecom
F00942,Low,Medium,0-60,Credit Card
F00943,Low,High,0-60,Credit Card
F00944,Medium,Medium,61-180,Credit Card
F00945,Low,High,0-60,Credit Card
F00946,Medium,Medium,61-180,Telecom
F00947,Medium,High,61-180,Credit Card
F00948,Low,Medium,0-60,Credit Card
F00949,Low,Medium,0-60,Telecom
F00950,Low,Medium,0-60,Credit Card
F00951,Medium,High,61-180,Personal Loan
F00952,Medium,High,61-180,Credit Card
F00953,Medium,Medium,61-180,Personal Loan
F00954,Low,High,0-60,Personal Loan
F00955,Low,Low,0-60,Personal Loan
F00956,Medium,Medium,61-180,Credit Card
F00957,Medium,Medium,61-180,Telecom
F00958,Medium,Low,61-180,Personal Loan
F00959,Low,High,0-60,Personal Loan
F00960,Medium,High,61-180,Personal Loan
F00961,Medium,High,61-180,Personal Loan
F00962,Medium,Medium,61-180,Credit Card
F00963,Medium,Medium,61-180,Personal Loan
F00964,Low,Medium,0-60,Credit Card
F00965,Low,Medium,0-60,Personal Loan
F00966,Medium,Medium,61-180,Credit Card
F00967,Medium,High,61-180,Credit Card
F00968,Medium,Low,61-180,Credit Card
F00969,High,High,180+,Credit Card
F00970,Medium,High,61-180,Credit Card
F00971,Medium,Medium,61-180,Personal Loan
F00972,Low,Low,0-60,Credit Card
F00973,Low,Low,0-60,Credit Card
F00974,Low,High,0-60,Credit Card
F00975,Low,Low,0-60,Personal Loan
F00976,High,High,180+,Personal Loan
F00977,Low,High,0-60,Telecom
F00978,High,High,180+,Telecom
F00979,Medium,High,61-180,Credit Card
F00980,High,Medium,180+,Personal Loan
F00981,Medium,Low,61-180,Personal Loan
F00982,Low,Medium,0-60,Credit Card
F00983,High,Medium,180+,Personal Loan
F00984,Medium,Medium,61-180,Credit Card
F00985,Low,High,0-60,Credit Card
F00986,Medium,High,61-180,Credit Card
F00987,Low,Medium,0-60,Credit Card
F00988,Medium,Medium,61-180,Credit Card
F00989,Low,Low,0-60,Telecom
F00990,Medium,Medium,61-180,Credit Card
F00991,Medium,High,61-180,Credit Card
F00992,Low,Medium,0-60,Telecom
F00993,Medium,Low,61-180,Credit Card
F00994,Low,Low,0-60,Credit Card
F00995,Low,Medium,0-60,Credit Card
F00996,Low,Low,0-60,Credit Card
F00997,Low,Low,0-60,Personal Loan
F00998,Low,High,0-60,Telecom
F00999,Medium,Low,61-180,Credit Card
F01000,Medium,Low,61-180,Personal Loan
F01001,Low,Medium,0-60,Credit Card
F01002,Medium,High,61-180,Credit Card
F01003,Low,Low,0-60,Personal Loan
F01004,High,Medium,180+,Telecom
F01005,Low,Medium,0-60,Personal Loan
F01006,Medium,Medium,61-180,Credit Card
F01007,Medium,Medium,61-180,Credit Card
F01008,Medium,Medium,61-180,Personal Loan
F01009,Medium,Medium,61-180,Personal Loan
F01010,Low,Low,0-60,Personal Loan
F01011,Low,High,0-60,Personal Loan
F01012,Medium,High,61-180,Credit Card
F01013,Medium,Medium,61-180,Credit Card
F01014,Medium,Medium,61-180,Personal Loan
F01015,Low,High,0-60,Personal Loan
F01016,Medium,Low,61-180,Personal Loan
F01017,Low,Medium,0-60,Credit Card
F01018,Low,High,0-60,Telecom
F01019,Low,High,0-60,Credit Card
F01020,Low,Medium,0-60,Credit Card
F01021,Low,High,0-60,Credit Card
F01022,Medium,Low,61-180,Personal Loan
F01023,Medium,High,61-180,Credit Card
F01024,Low,Medium,0-60,Credit Card
F01025,Low,Medium,0-60,Telecom
F01026,Low,High,0-60,Telecom
F01027,Medium,High,61-180,Credit Card
F01028,Medium,Medium,61-180,Personal Loan
F01029,Medium,Low,61-180,Credit Card
F01030,Low,High,0-60,Credit Card
F01031,Medium,Low,61-180,Personal Loan
F01032,Medium,Low,61-180,Credit Card
F01033,Low,Medium,0-60,Personal Loan
F01034,Low,Medium,0-60,Personal Loan
F01035,Low,Medium,0-60,Telecom
F01036,High,Low,180+,Credit Card
F01037,Medium,Medium,61-180,Credit Card
F01038,Low,Medium,0-60,Personal Loan
F01039,Low,Low,0-60,Credit Card
F01040,Low,Low,0-60,Personal Loan
F01041,Medium,Low,61-180,Credit Card
F01042,Low,Low,0-60,Personal Loan
F01043,Low,High,0-60,Personal Loan
F01044,Low,Medium,0-60,Personal Loan
F01045,Low,High,0-60,Telecom
F01046,Low,Low,0-60,Personal Loan
F01047,Low,Low,0-60,Credit Card
F01048,Medium,Low,61-180,Personal Loan
F01049,Low,Low,0-60,Telecom
F01050,Low,Low,0-60,Credit Card
F01051,Low,Medium,0-60,Telecom
F01052,Low,High,0-60,Telecom
F01053,Medium,High,61-180,Personal Loan
F01054,Medium,Medium,61-180,Credit Card
F01055,Medium,Medium,61-180,Telecom
F01056,High,Medium,180+,Personal Loan
F01057,Medium,High,61-180,Credit Card
F01058,Medium,High,61-180,Credit Card
F01059,High,Low,180+,Credit Card
F01060,Medium,High,61-180,Personal Loan
F01061,High,High,180+,Telecom
F01062,Medium,Medium,61-180,Credit Card
F01063,Medium,High,61-180,Personal Loan
F01064,Low,Low,0-60,Credit Card
F01065,Medium,High,61-180,Credit Card
F01066,Low,Medium,0-60,Credit Card
F01067,Medium,Medium,61-180,Telecom
F01068,Low,Low,0-60,Personal Loan
F01069,Medium,Low,61-180,Credit Card
F01070,Medium,High,61-180,Credit Card
F01071,Low,Low,0-60,Telecom
F01072,Medium,Low,61-180,Credit Card
F01073,Medium,Medium,61-180,Credit Card
F01074,Low,Medium,0-60,Credit Card
F01075,Low,High,0-60,Telecom
F01076,Low,High,0-60,Credit Card
F01077,Medium,High,61-180,Telecom
F01078,Medium,High,61-180,Credit Card
F01079,Medium,Medium,61-180,Telecom
F01080,Medium,High,61-180,Credit Card
F01081,Low,High,0-60,Credit Card
F01082,Low,Low,0-60,Personal Loan
F01083,Low,High,0-60,Credit Card
F01084,Medium,Low,61-180,Credit Card
F01085,Low,Medium,0-60,Credit Card
F01086,Medium,High,61-180,Telecom
F01087,Medium,Low,61-180,Personal Loan
F01088,Low,High,0-60,Credit Card
F01089,Low,Low,0-60,Telecom
F01090,Low,High,0-60,Telecom
F01091,Medium,Medium,61-180,Credit Card
F01092,Medium,Medium,61-180,Credit Card
F01093,Medium,Low,61-180,Telecom
F01094,Low,Low,0-60,Telecom
F01095,Medium,Medium,61-180,Telecom
F01096,High,High,180+,Personal Loan
F01097,Medium,Low,61-180,Credit Card
F01098,Low,Medium,0-60,Personal Loan
F01099,Medium,Low,61-180,Personal Loan
F01100,Medium,Medium,61-180,Credit Card
F01101,Low,Medium,0-60,Personal Loan
F01102,Low,Low,0-60,Personal Loan
F01103,Low,Low,0-60,Telecom
F01104,Medium,Medium,61-180,Credit Card
F01105,Medium,High,61-180,Credit Card
F01106,High,Medium,180+,Personal Loan
F01107,Low,High,0-60,Telecom
F01108,Low,High,0-60,Credit Card
F01109,Medium,High,61-180,Credit Card
F01110,Medium,Low,61-180,Personal Loan
F01111,Medium,Medium,61-180,Personal Loan
F01112,Medium,Medium,61-180,Credit Card
F01113,Low,High,0-60,Personal Loan
F01114,Low,High,0-60,Telecom
F01115,Medium,High,61-180,Personal Loan
F01116,Low,Medium,0-60,Personal Loan
F01117,Medium,High,61-180,Personal Loan
F01118,Medium,Medium,61-180,Personal Loan
F01119,Medium,Medium,61-180,Personal Loan
F01120,Medium,Low,61-180,Personal Loan
F01121,Medium,High,61-180,Personal Loan
F01122,Low,High,0-60,Credit Card
F01123,Medium,High,61-180,Personal Loan
F01124,Medium,Low,61-180,Personal Loan
F01125,Medium,High,61-180,Credit Card
F01126,Low,Medium,0-60,Personal Loan
F01127,Low,High,0-60,Personal Loan
F01128,Low,Medium,0-60,Telecom
F01129,High,Medium,180+,Personal Loan
F01130,Low,Medium,0-60,Personal Loan
F01131,Low,Medium,0-60,Personal Loan
F01132,Medium,High,61-180,Credit Card
F01133,Low,Low,0-60,Telecom
F01134,Low,Low,0-60,Personal Loan
F01135,High,Medium,180+,Personal Loan
F01136,Medium,High,61-180,Credit Card
F01137,Medium,Low,61-180,Telecom
F01138,Medium,High,61-180,Personal Loan
F01139,Low,Low,0-60,Credit Card
F01140,Low,Medium,0-60,Telecom
F01141,Low,Medium,0-60,Personal Loan
F01142,Low,Medium,0-60,Credit Card
F01143,Medium,Low,61-180,Telecom
F01144,Low,High,0-60,Personal Loan
F01145,Medium,Medium,61-180,Telecom
F01146,Medium,High,61-180,Credit Card
F01147,Low,High,0-60,Personal Loan
F01148,Low,Medium,0-60,Credit Card
F01149,Low,Low,0-60,Credit Card
F01150,High,Medium,180+,Personal Loan
F01151,High,Medium,180+,Telecom
F01152,Medium,Low,61-180,Telecom
F01153,Medium,High,61-180,Personal Loan
F01154,Medium,Low,61-180,Telecom
F01155,Low,Low,0-60,Telecom
F01156,Low,Medium,0-60,Credit Card
F01157,Medium,Low,61-180,Telecom
F01158,High,Low,180+,Personal Loan
F01159,Medium,Low,61-180,Credit Card
F01160,Low,High,0-60,Personal Loan
F01161,Low,High,0-60,Credit Card
F01162,Low,Medium,0-60,Personal Loan
F01163,Low,Medium,0-60,Personal Loan
F01164,Medium,High,61-180,Credit Card
F01165,High,Low,180+,Personal Loan
F01166,Medium,Medium,61-180,Credit Card
F01167,Medium,Medium,61-180,Personal Loan
F01168,Medium,Low,61-180,Credit Card
F01169,Low,Low,0-60,Telecom
F01170,Low,Low,0-60,Telecom
F01171,Low,Low,0-60,Credit Card
F01172,Medium,Low,61-180,Credit Card
F01173,Low,High,0-60,Personal Loan
F01174,Medium,Low,61-180,Personal Loan
F01175,Low,Medium,0-60,Credit Card
F01176,Medium,High,61-180,Personal Loan
F01177,Low,Medium,0-60,Credit Card
F01178,Medium,Low,61-180,Personal Loan
F01179,Medium,Medium,61-180,Credit Card
F01180,Medium,Low,61-180,Personal Loan
F01181,Low,Medium,0-60,Telecom
F01182,Low,Medium,0-60,Credit Card
F01183,Low,Low,0-60,Personal Loan
F01184,High,Medium,180+,Telecom
F01185,Medium,High,61-180,Personal Loan
F01186,High,Medium,180+,Personal Loan
F01187,Low,High,0-60,Telecom
F01188,High,High,180+,Personal Loan
F01189,Medium,Medium,61-180,Personal Loan
F01190,Medium,High,61-180,Telecom
F01191,Medium,High,61-180,Credit Card
F01192,Low,Medium,0-60,Credit Card
F01193,High,Low,180+,Personal Loan
F01194,Low,Low,0-60,Credit Card
F01195,Low,High,0-60,Credit Card
F01196,Low,High,0-60,Credit Card
F01197,Low,Low,0-60,Telecom
F01198,High,High,180+,Telecom
F01199,High,Low,180+,Personal Loan
F01200,Low,Medium,0-60,Personal Loan
F01201,Medium,High,61-180,Personal Loan
F01202,Low,Medium,0-60,Telecom
F01203,Low,Low,0-60,Telecom
F01204,High,Low,180+,Credit Card
F01205,Medium,Medium,61-180,Personal Loan
F01206,Medium,High,61-180,Personal Loan
F01207,Low,Medium,0-60,Credit Card
F01208,Medium,Medium,61-180,Telecom
F01209,Medium,High,61-180,Credit Card
F01210,Low,Low,0-60,Credit Card
F01211,Low,Medium,0-60,Credit Card
F01212,Medium,Medium,61-180,Telecom
F01213,Medium,Low,61-180,Personal Loan
F01214,Low,Medium,0-60,Credit Card
F01215,Low,Low,0-60,Personal Loan
F01216,Medium,High,61-180,Credit Card
F01217,Low,Low,0-60,Credit Card
F01218,Medium,Low,61-180,Credit Card
F01219,Medium,Medium,61-180,Telecom
F01220,Medium,Low,61-180,Credit Card
F01221,Low,Low,0-60,Credit Card
F01222,High,Medium,180+,Personal Loan
F01223,Medium,Low,61-180,Personal Loan
F01224,Low,Medium,0-60,Credit Card
F01225,Medium,High,61-180,Personal Loan
F01226,High,Low,180+,Personal Loan
F01227,Low,High,0-60,Credit Card
F01228,Medium,Low,61-180,Credit Card
F01229,Low,Low,0-60,Telecom
F01230,Medium,High,61-180,Credit Card
F01231,Medium,High,61-180,Credit Card
